"cluster","group","n_cells"
"11","CNP0000460_P03T",166
"12","CNP0000460_P03T",116
"14","CNP0000460_P03T",28
"15","CNP0000460_P03T",88
"2","CNP0000460_P03T",434
"3","CNP0000460_P03T",228
"4","CNP0000460_P03T",409
"5","CNP0000460_P03T",372
"8","CNP0000460_P03T",75
"0","CNP0000460_P04T",468
"1","CNP0000460_P04T",299
"10","CNP0000460_P04T",159
"11","CNP0000460_P04T",169
"12","CNP0000460_P04T",77
"13","CNP0000460_P04T",2
"14","CNP0000460_P04T",63
"15","CNP0000460_P04T",86
"2","CNP0000460_P04T",250
"3","CNP0000460_P04T",382
"4","CNP0000460_P04T",197
"5","CNP0000460_P04T",186
"8","CNP0000460_P04T",86
"9","CNP0000460_P04T",1
"0","CNP0000460_P05N",26
"1","CNP0000460_P05N",35
"10","CNP0000460_P05N",4
"11","CNP0000460_P05N",37
"12","CNP0000460_P05N",31
"14","CNP0000460_P05N",5
"15","CNP0000460_P05N",26
"2","CNP0000460_P05N",50
"3","CNP0000460_P05N",78
"4","CNP0000460_P05N",72
"5","CNP0000460_P05N",40
"8","CNP0000460_P05N",7
"0","CNP0000460_P05T",63
"1","CNP0000460_P05T",202
"10","CNP0000460_P05T",23
"11","CNP0000460_P05T",57
"12","CNP0000460_P05T",21
"14","CNP0000460_P05T",9
"15","CNP0000460_P05T",60
"2","CNP0000460_P05T",97
"3","CNP0000460_P05T",82
"4","CNP0000460_P05T",59
"5","CNP0000460_P05T",47
"8","CNP0000460_P05T",19
"0","CNP0000460_P06T",543
"1","CNP0000460_P06T",420
"10","CNP0000460_P06T",192
"11","CNP0000460_P06T",101
"12","CNP0000460_P06T",30
"13","CNP0000460_P06T",3
"14","CNP0000460_P06T",83
"15","CNP0000460_P06T",95
"2","CNP0000460_P06T",295
"3","CNP0000460_P06T",199
"4","CNP0000460_P06T",148
"5","CNP0000460_P06T",147
"8","CNP0000460_P06T",124
"9","CNP0000460_P06T",1
"0","CNP0000460_P07N",30
"1","CNP0000460_P07N",64
"10","CNP0000460_P07N",8
"11","CNP0000460_P07N",78
"12","CNP0000460_P07N",91
"14","CNP0000460_P07N",7
"15","CNP0000460_P07N",33
"2","CNP0000460_P07N",243
"3","CNP0000460_P07N",91
"4","CNP0000460_P07N",213
"5","CNP0000460_P07N",149
"8","CNP0000460_P07N",66
"0","CNP0000460_P07T",8
"1","CNP0000460_P07T",207
"10","CNP0000460_P07T",9
"11","CNP0000460_P07T",32
"12","CNP0000460_P07T",34
"14","CNP0000460_P07T",1
"15","CNP0000460_P07T",65
"2","CNP0000460_P07T",88
"3","CNP0000460_P07T",27
"4","CNP0000460_P07T",48
"5","CNP0000460_P07T",54
"8","CNP0000460_P07T",57
"0","GSE326225_BC1",3
"1","GSE326225_BC1",2
"15","GSE326225_BC1",2
"2","GSE326225_BC1",10
"8","GSE326225_BC1",7
"0","GSE326225_BC2",4
"1","GSE326225_BC2",2
"12","GSE326225_BC2",1
"2","GSE326225_BC2",14
"8","GSE326225_BC2",11
"0","GSE326225_BC3",1
"1","GSE326225_BC3",20
"11","GSE326225_BC3",8
"12","GSE326225_BC3",5
"13","GSE326225_BC3",1
"14","GSE326225_BC3",1
"15","GSE326225_BC3",10
"2","GSE326225_BC3",87
"3","GSE326225_BC3",2
"4","GSE326225_BC3",4
"5","GSE326225_BC3",12
"6","GSE326225_BC3",1
"8","GSE326225_BC3",6
"0","GSE326225_BC4",591
"1","GSE326225_BC4",273
"10","GSE326225_BC4",81
"11","GSE326225_BC4",29
"12","GSE326225_BC4",87
"13","GSE326225_BC4",4
"14","GSE326225_BC4",34
"15","GSE326225_BC4",85
"2","GSE326225_BC4",1074
"3","GSE326225_BC4",98
"4","GSE326225_BC4",168
"5","GSE326225_BC4",74
"8","GSE326225_BC4",198
"9","GSE326225_BC4",4
"11","GSE326225_BC5",1
"3","GSE326225_BC5",1
"8","GSE326225_BC5",1
"0","GSE326225_BC6",82
"1","GSE326225_BC6",93
"10","GSE326225_BC6",32
"11","GSE326225_BC6",19
"12","GSE326225_BC6",36
"14","GSE326225_BC6",1
"15","GSE326225_BC6",41
"2","GSE326225_BC6",125
"3","GSE326225_BC6",12
"4","GSE326225_BC6",47
"5","GSE326225_BC6",15
"8","GSE326225_BC6",9
"1","GSE326225_BC7",1
"10","GSE326225_BC7",1
"11","GSE326225_BC7",15
"12","GSE326225_BC7",8
"15","GSE326225_BC7",12
"2","GSE326225_BC7",193
"3","GSE326225_BC7",2
"4","GSE326225_BC7",10
"5","GSE326225_BC7",7
"8","GSE326225_BC7",6
"0","GSE326225_BC8",6
"1","GSE326225_BC8",23
"11","GSE326225_BC8",48
"12","GSE326225_BC8",48
"15","GSE326225_BC8",32
"2","GSE326225_BC8",201
"3","GSE326225_BC8",9
"4","GSE326225_BC8",38
"5","GSE326225_BC8",38
"6","GSE326225_BC8",2
"8","GSE326225_BC8",18
"0","HRA003620_BC-01",1493
"1","HRA003620_BC-01",881
"10","HRA003620_BC-01",422
"11","HRA003620_BC-01",237
"12","HRA003620_BC-01",176
"13","HRA003620_BC-01",3
"14","HRA003620_BC-01",168
"15","HRA003620_BC-01",178
"2","HRA003620_BC-01",363
"3","HRA003620_BC-01",701
"4","HRA003620_BC-01",548
"5","HRA003620_BC-01",394
"7","HRA003620_BC-01",1
"8","HRA003620_BC-01",190
"9","HRA003620_BC-01",16
"0","HRA003620_BC-04",3
"1","HRA003620_BC-04",25
"11","HRA003620_BC-04",5
"12","HRA003620_BC-04",12
"14","HRA003620_BC-04",4
"15","HRA003620_BC-04",3
"2","HRA003620_BC-04",5
"3","HRA003620_BC-04",38
"4","HRA003620_BC-04",7
"5","HRA003620_BC-04",23
"8","HRA003620_BC-04",21
"0","HRA003620_BC-05",679
"1","HRA003620_BC-05",348
"10","HRA003620_BC-05",136
"11","HRA003620_BC-05",85
"12","HRA003620_BC-05",124
"13","HRA003620_BC-05",4
"14","HRA003620_BC-05",92
"15","HRA003620_BC-05",87
"2","HRA003620_BC-05",162
"3","HRA003620_BC-05",247
"4","HRA003620_BC-05",265
"5","HRA003620_BC-05",100
"7","HRA003620_BC-05",1
"8","HRA003620_BC-05",65
"9","HRA003620_BC-05",7
"0","HRA003620_BC-11",2946
"1","HRA003620_BC-11",718
"10","HRA003620_BC-11",443
"11","HRA003620_BC-11",122
"12","HRA003620_BC-11",120
"13","HRA003620_BC-11",8
"14","HRA003620_BC-11",212
"15","HRA003620_BC-11",87
"2","HRA003620_BC-11",471
"3","HRA003620_BC-11",398
"4","HRA003620_BC-11",375
"5","HRA003620_BC-11",279
"7","HRA003620_BC-11",4
"8","HRA003620_BC-11",136
"9","HRA003620_BC-11",37
"0","HRA003620_BC-24",666
"1","HRA003620_BC-24",53
"10","HRA003620_BC-24",38
"11","HRA003620_BC-24",145
"12","HRA003620_BC-24",74
"14","HRA003620_BC-24",117
"15","HRA003620_BC-24",83
"2","HRA003620_BC-24",1010
"3","HRA003620_BC-24",703
"4","HRA003620_BC-24",306
"5","HRA003620_BC-24",309
"8","HRA003620_BC-24",305
"0","HRA003620_BC-27",317
"1","HRA003620_BC-27",256
"10","HRA003620_BC-27",97
"11","HRA003620_BC-27",125
"12","HRA003620_BC-27",175
"13","HRA003620_BC-27",1
"14","HRA003620_BC-27",57
"15","HRA003620_BC-27",73
"2","HRA003620_BC-27",278
"3","HRA003620_BC-27",425
"4","HRA003620_BC-27",241
"5","HRA003620_BC-27",431
"8","HRA003620_BC-27",69
"0","HRA003620_BC-30",972
"1","HRA003620_BC-30",277
"10","HRA003620_BC-30",82
"11","HRA003620_BC-30",215
"12","HRA003620_BC-30",85
"13","HRA003620_BC-30",2
"14","HRA003620_BC-30",62
"15","HRA003620_BC-30",91
"2","HRA003620_BC-30",599
"3","HRA003620_BC-30",454
"4","HRA003620_BC-30",697
"5","HRA003620_BC-30",604
"8","HRA003620_BC-30",301
"9","HRA003620_BC-30",3
"0","HRA003620_NC-01",76
"1","HRA003620_NC-01",55
"10","HRA003620_NC-01",28
"11","HRA003620_NC-01",142
"12","HRA003620_NC-01",94
"14","HRA003620_NC-01",4
"15","HRA003620_NC-01",28
"2","HRA003620_NC-01",19
"3","HRA003620_NC-01",89
"4","HRA003620_NC-01",44
"5","HRA003620_NC-01",49
"8","HRA003620_NC-01",35
"0","HRA003620_NC-04",4
"1","HRA003620_NC-04",6
"10","HRA003620_NC-04",4
"11","HRA003620_NC-04",27
"12","HRA003620_NC-04",37
"14","HRA003620_NC-04",14
"15","HRA003620_NC-04",12
"2","HRA003620_NC-04",26
"3","HRA003620_NC-04",85
"4","HRA003620_NC-04",24
"5","HRA003620_NC-04",122
"8","HRA003620_NC-04",29
"0","HRA003620_NC-05",443
"1","HRA003620_NC-05",370
"10","HRA003620_NC-05",165
"11","HRA003620_NC-05",108
"12","HRA003620_NC-05",116
"13","HRA003620_NC-05",3
"14","HRA003620_NC-05",53
"15","HRA003620_NC-05",82
"2","HRA003620_NC-05",125
"3","HRA003620_NC-05",197
"4","HRA003620_NC-05",359
"5","HRA003620_NC-05",103
"8","HRA003620_NC-05",73
"9","HRA003620_NC-05",1
"0","HRA003620_NC-11",544
"1","HRA003620_NC-11",277
"10","HRA003620_NC-11",275
"11","HRA003620_NC-11",116
"12","HRA003620_NC-11",113
"13","HRA003620_NC-11",2
"14","HRA003620_NC-11",84
"15","HRA003620_NC-11",61
"2","HRA003620_NC-11",103
"3","HRA003620_NC-11",397
"4","HRA003620_NC-11",354
"5","HRA003620_NC-11",744
"8","HRA003620_NC-11",559
"9","HRA003620_NC-11",1
"0","HRA003620_NC-24",83
"1","HRA003620_NC-24",1
"11","HRA003620_NC-24",91
"12","HRA003620_NC-24",39
"14","HRA003620_NC-24",98
"15","HRA003620_NC-24",23
"2","HRA003620_NC-24",348
"3","HRA003620_NC-24",580
"4","HRA003620_NC-24",144
"5","HRA003620_NC-24",75
"8","HRA003620_NC-24",12
"0","HRA003620_NC-27",114
"1","HRA003620_NC-27",18
"10","HRA003620_NC-27",17
"11","HRA003620_NC-27",152
"12","HRA003620_NC-27",231
"14","HRA003620_NC-27",159
"15","HRA003620_NC-27",27
"2","HRA003620_NC-27",841
"3","HRA003620_NC-27",1109
"4","HRA003620_NC-27",267
"5","HRA003620_NC-27",165
"8","HRA003620_NC-27",37
"0","HRA003620_NC-30",106
"1","HRA003620_NC-30",302
"10","HRA003620_NC-30",87
"11","HRA003620_NC-30",582
"12","HRA003620_NC-30",204
"13","HRA003620_NC-30",1
"14","HRA003620_NC-30",91
"15","HRA003620_NC-30",176
"2","HRA003620_NC-30",328
"3","HRA003620_NC-30",683
"4","HRA003620_NC-30",337
"5","HRA003620_NC-30",563
"8","HRA003620_NC-30",185
"0","PRJNA662018_PRJNA662018_P1N1",55
"1","PRJNA662018_PRJNA662018_P1N1",158
"10","PRJNA662018_PRJNA662018_P1N1",69
"11","PRJNA662018_PRJNA662018_P1N1",226
"12","PRJNA662018_PRJNA662018_P1N1",57
"14","PRJNA662018_PRJNA662018_P1N1",44
"15","PRJNA662018_PRJNA662018_P1N1",64
"2","PRJNA662018_PRJNA662018_P1N1",105
"3","PRJNA662018_PRJNA662018_P1N1",188
"4","PRJNA662018_PRJNA662018_P1N1",295
"5","PRJNA662018_PRJNA662018_P1N1",187
"8","PRJNA662018_PRJNA662018_P1N1",136
"0","PRJNA662018_PRJNA662018_P1T1",211
"1","PRJNA662018_PRJNA662018_P1T1",201
"10","PRJNA662018_PRJNA662018_P1T1",117
"11","PRJNA662018_PRJNA662018_P1T1",305
"12","PRJNA662018_PRJNA662018_P1T1",127
"14","PRJNA662018_PRJNA662018_P1T1",113
"15","PRJNA662018_PRJNA662018_P1T1",106
"2","PRJNA662018_PRJNA662018_P1T1",311
"3","PRJNA662018_PRJNA662018_P1T1",576
"4","PRJNA662018_PRJNA662018_P1T1",347
"5","PRJNA662018_PRJNA662018_P1T1",255
"8","PRJNA662018_PRJNA662018_P1T1",226
"0","PRJNA662018_PRJNA662018_P2T2",404
"1","PRJNA662018_PRJNA662018_P2T2",523
"10","PRJNA662018_PRJNA662018_P2T2",180
"11","PRJNA662018_PRJNA662018_P2T2",203
"12","PRJNA662018_PRJNA662018_P2T2",150
"14","PRJNA662018_PRJNA662018_P2T2",103
"15","PRJNA662018_PRJNA662018_P2T2",112
"2","PRJNA662018_PRJNA662018_P2T2",480
"3","PRJNA662018_PRJNA662018_P2T2",651
"4","PRJNA662018_PRJNA662018_P2T2",430
"5","PRJNA662018_PRJNA662018_P2T2",336
"8","PRJNA662018_PRJNA662018_P2T2",320
"0","PRJNA662018_PRJNA662018_P3N3",47
"1","PRJNA662018_PRJNA662018_P3N3",75
"10","PRJNA662018_PRJNA662018_P3N3",52
"11","PRJNA662018_PRJNA662018_P3N3",192
"12","PRJNA662018_PRJNA662018_P3N3",69
"14","PRJNA662018_PRJNA662018_P3N3",55
"15","PRJNA662018_PRJNA662018_P3N3",61
"2","PRJNA662018_PRJNA662018_P3N3",500
"3","PRJNA662018_PRJNA662018_P3N3",486
"4","PRJNA662018_PRJNA662018_P3N3",285
"5","PRJNA662018_PRJNA662018_P3N3",221
"8","PRJNA662018_PRJNA662018_P3N3",55
"0","PRJNA662018_PRJNA662018_P3T3",105
"1","PRJNA662018_PRJNA662018_P3T3",328
"10","PRJNA662018_PRJNA662018_P3T3",144
"11","PRJNA662018_PRJNA662018_P3T3",133
"12","PRJNA662018_PRJNA662018_P3T3",59
"13","PRJNA662018_PRJNA662018_P3T3",1
"14","PRJNA662018_PRJNA662018_P3T3",56
"15","PRJNA662018_PRJNA662018_P3T3",156
"2","PRJNA662018_PRJNA662018_P3T3",175
"3","PRJNA662018_PRJNA662018_P3T3",181
"4","PRJNA662018_PRJNA662018_P3T3",274
"5","PRJNA662018_PRJNA662018_P3T3",135
"8","PRJNA662018_PRJNA662018_P3T3",81
"0","PRJNA662018_PRJNA662018_P4T4",435
"1","PRJNA662018_PRJNA662018_P4T4",308
"10","PRJNA662018_PRJNA662018_P4T4",102
"11","PRJNA662018_PRJNA662018_P4T4",106
"12","PRJNA662018_PRJNA662018_P4T4",150
"13","PRJNA662018_PRJNA662018_P4T4",1
"14","PRJNA662018_PRJNA662018_P4T4",21
"15","PRJNA662018_PRJNA662018_P4T4",150
"2","PRJNA662018_PRJNA662018_P4T4",643
"3","PRJNA662018_PRJNA662018_P4T4",71
"4","PRJNA662018_PRJNA662018_P4T4",189
"5","PRJNA662018_PRJNA662018_P4T4",208
"8","PRJNA662018_PRJNA662018_P4T4",142
"0","PRJNA662018_PRJNA662018_P5T5",2
"10","PRJNA662018_PRJNA662018_P5T5",3
"11","PRJNA662018_PRJNA662018_P5T5",4
"14","PRJNA662018_PRJNA662018_P5T5",3
"15","PRJNA662018_PRJNA662018_P5T5",3
"2","PRJNA662018_PRJNA662018_P5T5",120
"3","PRJNA662018_PRJNA662018_P5T5",1
"4","PRJNA662018_PRJNA662018_P5T5",5
"5","PRJNA662018_PRJNA662018_P5T5",10
"8","PRJNA662018_PRJNA662018_P5T5",4
"0","PRJNA662018_PRJNA662018_P6N2",35
"1","PRJNA662018_PRJNA662018_P6N2",259
"10","PRJNA662018_PRJNA662018_P6N2",82
"11","PRJNA662018_PRJNA662018_P6N2",243
"12","PRJNA662018_PRJNA662018_P6N2",51
"14","PRJNA662018_PRJNA662018_P6N2",26
"15","PRJNA662018_PRJNA662018_P6N2",132
"2","PRJNA662018_PRJNA662018_P6N2",172
"3","PRJNA662018_PRJNA662018_P6N2",160
"4","PRJNA662018_PRJNA662018_P6N2",233
"5","PRJNA662018_PRJNA662018_P6N2",164
"8","PRJNA662018_PRJNA662018_P6N2",45
"11","PRJNA662018_PRJNA662018_P6T6",3
"12","PRJNA662018_PRJNA662018_P6T6",3
"15","PRJNA662018_PRJNA662018_P6T6",1
"2","PRJNA662018_PRJNA662018_P6T6",5
"3","PRJNA662018_PRJNA662018_P6T6",10
"4","PRJNA662018_PRJNA662018_P6T6",1
"5","PRJNA662018_PRJNA662018_P6T6",6
"0","PRJNA662018_PRJNA662018_P7T7",32
"1","PRJNA662018_PRJNA662018_P7T7",210
"10","PRJNA662018_PRJNA662018_P7T7",23
"11","PRJNA662018_PRJNA662018_P7T7",116
"12","PRJNA662018_PRJNA662018_P7T7",32
"13","PRJNA662018_PRJNA662018_P7T7",1
"14","PRJNA662018_PRJNA662018_P7T7",39
"15","PRJNA662018_PRJNA662018_P7T7",79
"2","PRJNA662018_PRJNA662018_P7T7",196
"3","PRJNA662018_PRJNA662018_P7T7",149
"4","PRJNA662018_PRJNA662018_P7T7",105
"5","PRJNA662018_PRJNA662018_P7T7",97
"8","PRJNA662018_PRJNA662018_P7T7",10
"1","PRJNA662018_PRJNA662018_P8T8",9
"10","PRJNA662018_PRJNA662018_P8T8",2
"15","PRJNA662018_PRJNA662018_P8T8",2
"2","PRJNA662018_PRJNA662018_P8T8",2
"8","PRJNA662018_PRJNA662018_P8T8",6
"0","T4091568",56
"1","T4091568",161
"10","T4091568",93
"11","T4091568",14
"12","T4091568",88
"13","T4091568",188
"14","T4091568",123
"15","T4091568",22
"2","T4091568",39
"3","T4091568",1
"4","T4091568",30
"5","T4091568",45
"6","T4091568",593
"7","T4091568",644
"8","T4091568",75
"9","T4091568",278
"0","T4295396",416
"1","T4295396",405
"10","T4295396",552
"12","T4295396",84
"13","T4295396",376
"14","T4295396",83
"15","T4295396",13
"2","T4295396",27
"3","T4295396",1
"4","T4295396",2
"5","T4295396",59
"6","T4295396",797
"7","T4295396",672
"8","T4295396",235
"9","T4295396",778
"0","T4380845",235
"1","T4380845",158
"10","T4380845",154
"11","T4380845",1
"12","T4380845",75
"13","T4380845",140
"14","T4380845",34
"15","T4380845",11
"2","T4380845",16
"4","T4380845",9
"5","T4380845",16
"6","T4380845",282
"7","T4380845",522
"8","T4380845",56
"9","T4380845",336
"0","T4398343",304
"1","T4398343",838
"10","T4398343",456
"11","T4398343",5
"12","T4398343",226
"13","T4398343",805
"14","T4398343",80
"15","T4398343",53
"2","T4398343",32
"3","T4398343",2
"4","T4398343",12
"5","T4398343",55
"6","T4398343",963
"7","T4398343",653
"8","T4398343",435
"9","T4398343",557
"0","T4450398",508
"1","T4450398",494
"10","T4450398",255
"11","T4450398",12
"12","T4450398",45
"13","T4450398",439
"14","T4450398",275
"15","T4450398",41
"2","T4450398",167
"4","T4450398",23
"5","T4450398",112
"6","T4450398",1167
"7","T4450398",1041
"8","T4450398",185
"9","T4450398",1207
"0","T4463209a",511
"1","T4463209a",802
"10","T4463209a",434
"11","T4463209a",8
"12","T4463209a",294
"13","T4463209a",693
"14","T4463209a",46
"15","T4463209a",68
"2","T4463209a",39
"4","T4463209a",9
"5","T4463209a",45
"6","T4463209a",326
"7","T4463209a",418
"8","T4463209a",309
"9","T4463209a",645
"0","T4463209b",118
"1","T4463209b",241
"10","T4463209b",241
"11","T4463209b",13
"12","T4463209b",158
"13","T4463209b",234
"14","T4463209b",109
"15","T4463209b",21
"2","T4463209b",30
"3","T4463209b",1
"4","T4463209b",36
"5","T4463209b",20
"6","T4463209b",520
"7","T4463209b",597
"8","T4463209b",218
"9","T4463209b",275
"0","T4465219",24
"1","T4465219",73
"10","T4465219",12
"11","T4465219",18
"12","T4465219",164
"13","T4465219",69
"14","T4465219",33
"15","T4465219",23
"2","T4465219",165
"3","T4465219",3
"4","T4465219",46
"5","T4465219",60
"6","T4465219",119
"7","T4465219",124
"8","T4465219",379
"9","T4465219",60
"0","T4465935",103
"1","T4465935",299
"10","T4465935",92
"11","T4465935",14
"12","T4465935",108
"13","T4465935",471
"14","T4465935",54
"15","T4465935",68
"2","T4465935",31
"3","T4465935",3
"4","T4465935",7
"5","T4465935",33
"6","T4465935",846
"7","T4465935",305
"8","T4465935",77
"9","T4465935",223
"0","T4466585",6
"1","T4466585",85
"10","T4466585",25
"11","T4466585",6
"12","T4466585",25
"13","T4466585",135
"14","T4466585",36
"15","T4466585",20
"2","T4466585",10
"4","T4466585",5
"5","T4466585",9
"6","T4466585",432
"7","T4466585",218
"8","T4466585",33
"9","T4466585",125
"0","T4469479",95
"1","T4469479",316
"10","T4469479",71
"11","T4469479",7
"12","T4469479",67
"13","T4469479",360
"14","T4469479",130
"15","T4469479",37
"2","T4469479",44
"3","T4469479",5
"4","T4469479",10
"5","T4469479",19
"6","T4469479",546
"7","T4469479",600
"8","T4469479",112
"9","T4469479",314
"0","T4471438",388
"1","T4471438",525
"10","T4471438",88
"12","T4471438",252
"13","T4471438",422
"14","T4471438",437
"15","T4471438",34
"2","T4471438",107
"3","T4471438",4
"4","T4471438",26
"5","T4471438",12
"6","T4471438",998
"7","T4471438",1493
"8","T4471438",88
"9","T4471438",1201
"0","T8009218",164
"1","T8009218",198
"10","T8009218",84
"11","T8009218",2
"12","T8009218",48
"13","T8009218",192
"14","T8009218",71
"15","T8009218",11
"2","T8009218",13
"4","T8009218",26
"5","T8009218",5
"6","T8009218",361
"7","T8009218",288
"8","T8009218",256
"9","T8009218",241
