"cluster","group","n_cells"
"8","CNP0000460_P02T",22
"9","CNP0000460_P02T",4
"0","CNP0000460_P03N",371
"1","CNP0000460_P03N",108
"10","CNP0000460_P03N",133
"11","CNP0000460_P03N",75
"12","CNP0000460_P03N",59
"13","CNP0000460_P03N",107
"14","CNP0000460_P03N",374
"15","CNP0000460_P03N",2
"2","CNP0000460_P03N",70
"20","CNP0000460_P03N",2
"3","CNP0000460_P03N",1
"4","CNP0000460_P03N",301
"5","CNP0000460_P03N",1
"6","CNP0000460_P03N",296
"7","CNP0000460_P03N",170
"8","CNP0000460_P03N",32
"9","CNP0000460_P03N",24
"0","CNP0000460_P03T",230
"1","CNP0000460_P03T",700
"10","CNP0000460_P03T",77
"11","CNP0000460_P03T",118
"12","CNP0000460_P03T",380
"13","CNP0000460_P03T",55
"14","CNP0000460_P03T",9
"15","CNP0000460_P03T",12
"16","CNP0000460_P03T",1
"2","CNP0000460_P03T",3
"20","CNP0000460_P03T",3
"4","CNP0000460_P03T",269
"5","CNP0000460_P03T",5
"6","CNP0000460_P03T",152
"7","CNP0000460_P03T",164
"8","CNP0000460_P03T",5
"9","CNP0000460_P03T",4
"0","CNP0000460_P04T",357
"1","CNP0000460_P04T",20
"10","CNP0000460_P04T",76
"11","CNP0000460_P04T",66
"12","CNP0000460_P04T",3
"13","CNP0000460_P04T",38
"14","CNP0000460_P04T",1
"16","CNP0000460_P04T",2
"17","CNP0000460_P04T",1
"19","CNP0000460_P04T",2
"2","CNP0000460_P04T",488
"20","CNP0000460_P04T",17
"24","CNP0000460_P04T",2
"3","CNP0000460_P04T",488
"4","CNP0000460_P04T",24
"5","CNP0000460_P04T",642
"6","CNP0000460_P04T",16
"7","CNP0000460_P04T",15
"8","CNP0000460_P04T",136
"9","CNP0000460_P04T",31
"0","CNP0000460_P05N",53
"1","CNP0000460_P05N",15
"10","CNP0000460_P05N",8
"11","CNP0000460_P05N",32
"12","CNP0000460_P05N",7
"13","CNP0000460_P05N",6
"14","CNP0000460_P05N",83
"2","CNP0000460_P05N",12
"20","CNP0000460_P05N",1
"4","CNP0000460_P05N",102
"5","CNP0000460_P05N",12
"6","CNP0000460_P05N",9
"7","CNP0000460_P05N",62
"8","CNP0000460_P05N",4
"9","CNP0000460_P05N",5
"0","CNP0000460_P05T",261
"1","CNP0000460_P05T",44
"10","CNP0000460_P05T",15
"11","CNP0000460_P05T",29
"12","CNP0000460_P05T",26
"13","CNP0000460_P05T",8
"16","CNP0000460_P05T",1
"2","CNP0000460_P05T",59
"20","CNP0000460_P05T",5
"3","CNP0000460_P05T",22
"4","CNP0000460_P05T",96
"5","CNP0000460_P05T",23
"6","CNP0000460_P05T",19
"7","CNP0000460_P05T",65
"8","CNP0000460_P05T",31
"9","CNP0000460_P05T",35
"0","CNP0000460_P06T",520
"1","CNP0000460_P06T",95
"10","CNP0000460_P06T",132
"11","CNP0000460_P06T",22
"12","CNP0000460_P06T",30
"13","CNP0000460_P06T",27
"14","CNP0000460_P06T",2
"15","CNP0000460_P06T",1
"16","CNP0000460_P06T",126
"2","CNP0000460_P06T",63
"20","CNP0000460_P06T",16
"21","CNP0000460_P06T",1
"22","CNP0000460_P06T",3
"25","CNP0000460_P06T",1
"3","CNP0000460_P06T",448
"4","CNP0000460_P06T",27
"5","CNP0000460_P06T",162
"6","CNP0000460_P06T",35
"7","CNP0000460_P06T",64
"8","CNP0000460_P06T",182
"9","CNP0000460_P06T",424
"0","CNP0000460_P07N",91
"1","CNP0000460_P07N",177
"10","CNP0000460_P07N",67
"11","CNP0000460_P07N",105
"12","CNP0000460_P07N",139
"13","CNP0000460_P07N",14
"14","CNP0000460_P07N",72
"2","CNP0000460_P07N",5
"4","CNP0000460_P07N",75
"5","CNP0000460_P07N",4
"6","CNP0000460_P07N",228
"7","CNP0000460_P07N",76
"8","CNP0000460_P07N",8
"9","CNP0000460_P07N",12
"0","CNP0000460_P07T",282
"1","CNP0000460_P07T",94
"10","CNP0000460_P07T",59
"11","CNP0000460_P07T",35
"12","CNP0000460_P07T",46
"13","CNP0000460_P07T",11
"15","CNP0000460_P07T",1
"19","CNP0000460_P07T",2
"2","CNP0000460_P07T",8
"20","CNP0000460_P07T",4
"4","CNP0000460_P07T",12
"5","CNP0000460_P07T",9
"6","CNP0000460_P07T",26
"7","CNP0000460_P07T",31
"8","CNP0000460_P07T",4
"9","CNP0000460_P07T",6
"0","GSE326225_BC1",4
"1","GSE326225_BC1",2
"10","GSE326225_BC1",8
"12","GSE326225_BC1",1
"13","GSE326225_BC1",2
"6","GSE326225_BC1",4
"8","GSE326225_BC1",1
"9","GSE326225_BC1",2
"0","GSE326225_BC2",2
"1","GSE326225_BC2",9
"10","GSE326225_BC2",11
"11","GSE326225_BC2",1
"12","GSE326225_BC2",3
"4","GSE326225_BC2",2
"6","GSE326225_BC2",1
"9","GSE326225_BC2",3
"0","GSE326225_BC3",27
"1","GSE326225_BC3",7
"11","GSE326225_BC3",4
"12","GSE326225_BC3",9
"13","GSE326225_BC3",8
"19","GSE326225_BC3",3
"20","GSE326225_BC3",84
"25","GSE326225_BC3",1
"4","GSE326225_BC3",4
"5","GSE326225_BC3",5
"6","GSE326225_BC3",1
"7","GSE326225_BC3",5
"0","GSE326225_BC4",350
"1","GSE326225_BC4",144
"10","GSE326225_BC4",209
"11","GSE326225_BC4",44
"12","GSE326225_BC4",5
"13","GSE326225_BC4",39
"14","GSE326225_BC4",57
"15","GSE326225_BC4",41
"16","GSE326225_BC4",34
"18","GSE326225_BC4",2
"19","GSE326225_BC4",3
"2","GSE326225_BC4",288
"20","GSE326225_BC4",2
"21","GSE326225_BC4",2
"23","GSE326225_BC4",1
"25","GSE326225_BC4",1
"3","GSE326225_BC4",351
"4","GSE326225_BC4",45
"5","GSE326225_BC4",12
"6","GSE326225_BC4",408
"7","GSE326225_BC4",12
"8","GSE326225_BC4",112
"9","GSE326225_BC4",638
"10","GSE326225_BC5",1
"12","GSE326225_BC5",1
"6","GSE326225_BC5",1
"0","GSE326225_BC6",133
"1","GSE326225_BC6",102
"10","GSE326225_BC6",10
"11","GSE326225_BC6",39
"12","GSE326225_BC6",14
"13","GSE326225_BC6",8
"14","GSE326225_BC6",1
"15","GSE326225_BC6",2
"2","GSE326225_BC6",2
"21","GSE326225_BC6",2
"3","GSE326225_BC6",40
"4","GSE326225_BC6",27
"5","GSE326225_BC6",26
"6","GSE326225_BC6",4
"7","GSE326225_BC6",27
"8","GSE326225_BC6",54
"9","GSE326225_BC6",21
"0","GSE326225_BC7",1
"1","GSE326225_BC7",2
"10","GSE326225_BC7",3
"11","GSE326225_BC7",8
"12","GSE326225_BC7",1
"19","GSE326225_BC7",6
"20","GSE326225_BC7",1
"4","GSE326225_BC7",4
"5","GSE326225_BC7",223
"7","GSE326225_BC7",5
"8","GSE326225_BC7",1
"0","GSE326225_BC8",42
"1","GSE326225_BC8",69
"10","GSE326225_BC8",18
"11","GSE326225_BC8",49
"12","GSE326225_BC8",56
"13","GSE326225_BC8",2
"14","GSE326225_BC8",1
"4","GSE326225_BC8",48
"5","GSE326225_BC8",3
"6","GSE326225_BC8",2
"7","GSE326225_BC8",173
"0","HRA003620_BC-01",1028
"1","HRA003620_BC-01",341
"10","HRA003620_BC-01",111
"11","HRA003620_BC-01",186
"12","HRA003620_BC-01",30
"13","HRA003620_BC-01",11
"14","HRA003620_BC-01",2
"15","HRA003620_BC-01",21
"16","HRA003620_BC-01",6
"2","HRA003620_BC-01",844
"20","HRA003620_BC-01",1
"21","HRA003620_BC-01",1
"24","HRA003620_BC-01",2
"27","HRA003620_BC-01",2
"3","HRA003620_BC-01",1499
"4","HRA003620_BC-01",9
"5","HRA003620_BC-01",1046
"6","HRA003620_BC-01",21
"7","HRA003620_BC-01",87
"8","HRA003620_BC-01",494
"9","HRA003620_BC-01",29
"0","HRA003620_BC-04",28
"1","HRA003620_BC-04",2
"10","HRA003620_BC-04",21
"11","HRA003620_BC-04",12
"12","HRA003620_BC-04",10
"13","HRA003620_BC-04",13
"15","HRA003620_BC-04",3
"2","HRA003620_BC-04",7
"20","HRA003620_BC-04",2
"4","HRA003620_BC-04",4
"5","HRA003620_BC-04",25
"6","HRA003620_BC-04",14
"7","HRA003620_BC-04",5
"0","HRA003620_BC-05",442
"1","HRA003620_BC-05",263
"10","HRA003620_BC-05",53
"11","HRA003620_BC-05",134
"12","HRA003620_BC-05",12
"13","HRA003620_BC-05",7
"14","HRA003620_BC-05",141
"15","HRA003620_BC-05",12
"16","HRA003620_BC-05",8
"17","HRA003620_BC-05",1
"19","HRA003620_BC-05",3
"2","HRA003620_BC-05",167
"20","HRA003620_BC-05",7
"22","HRA003620_BC-05",1
"24","HRA003620_BC-05",1
"27","HRA003620_BC-05",1
"3","HRA003620_BC-05",372
"4","HRA003620_BC-05",11
"5","HRA003620_BC-05",113
"6","HRA003620_BC-05",58
"7","HRA003620_BC-05",82
"8","HRA003620_BC-05",193
"9","HRA003620_BC-05",320
"0","HRA003620_BC-11",807
"1","HRA003620_BC-11",244
"10","HRA003620_BC-11",98
"11","HRA003620_BC-11",166
"12","HRA003620_BC-11",59
"13","HRA003620_BC-11",163
"14","HRA003620_BC-11",24
"15","HRA003620_BC-11",16
"16","HRA003620_BC-11",57
"18","HRA003620_BC-11",3
"19","HRA003620_BC-11",1
"2","HRA003620_BC-11",165
"20","HRA003620_BC-11",2
"21","HRA003620_BC-11",3
"22","HRA003620_BC-11",8
"24","HRA003620_BC-11",1
"26","HRA003620_BC-11",4
"3","HRA003620_BC-11",2058
"4","HRA003620_BC-11",3
"5","HRA003620_BC-11",213
"6","HRA003620_BC-11",47
"7","HRA003620_BC-11",110
"8","HRA003620_BC-11",497
"9","HRA003620_BC-11",1607
"0","HRA003620_BC-24",57
"1","HRA003620_BC-24",40
"10","HRA003620_BC-24",306
"11","HRA003620_BC-24",73
"12","HRA003620_BC-24",556
"13","HRA003620_BC-24",16
"14","HRA003620_BC-24",23
"15","HRA003620_BC-24",1
"16","HRA003620_BC-24",1
"19","HRA003620_BC-24",9
"2","HRA003620_BC-24",32
"20","HRA003620_BC-24",124
"25","HRA003620_BC-24",1
"3","HRA003620_BC-24",1
"4","HRA003620_BC-24",50
"5","HRA003620_BC-24",82
"6","HRA003620_BC-24",2413
"7","HRA003620_BC-24",19
"8","HRA003620_BC-24",3
"9","HRA003620_BC-24",2
"0","HRA003620_BC-27",152
"1","HRA003620_BC-27",306
"10","HRA003620_BC-27",65
"11","HRA003620_BC-27",163
"12","HRA003620_BC-27",222
"13","HRA003620_BC-27",536
"14","HRA003620_BC-27",1
"15","HRA003620_BC-27",6
"19","HRA003620_BC-27",6
"2","HRA003620_BC-27",26
"20","HRA003620_BC-27",4
"21","HRA003620_BC-27",1
"27","HRA003620_BC-27",1
"3","HRA003620_BC-27",4
"4","HRA003620_BC-27",59
"5","HRA003620_BC-27",63
"6","HRA003620_BC-27",787
"7","HRA003620_BC-27",70
"8","HRA003620_BC-27",46
"9","HRA003620_BC-27",27
"0","HRA003620_BC-30",292
"1","HRA003620_BC-30",968
"10","HRA003620_BC-30",298
"11","HRA003620_BC-30",68
"12","HRA003620_BC-30",480
"13","HRA003620_BC-30",314
"15","HRA003620_BC-30",8
"16","HRA003620_BC-30",18
"18","HRA003620_BC-30",2
"19","HRA003620_BC-30",52
"2","HRA003620_BC-30",39
"20","HRA003620_BC-30",13
"25","HRA003620_BC-30",2
"3","HRA003620_BC-30",23
"4","HRA003620_BC-30",2
"5","HRA003620_BC-30",31
"6","HRA003620_BC-30",692
"7","HRA003620_BC-30",115
"8","HRA003620_BC-30",29
"9","HRA003620_BC-30",998
"0","HRA003620_NC-01",67
"1","HRA003620_NC-01",53
"10","HRA003620_NC-01",35
"11","HRA003620_NC-01",101
"12","HRA003620_NC-01",33
"13","HRA003620_NC-01",1
"14","HRA003620_NC-01",2
"19","HRA003620_NC-01",1
"2","HRA003620_NC-01",23
"3","HRA003620_NC-01",49
"4","HRA003620_NC-01",27
"5","HRA003620_NC-01",5
"6","HRA003620_NC-01",4
"7","HRA003620_NC-01",231
"8","HRA003620_NC-01",26
"9","HRA003620_NC-01",5
"0","HRA003620_NC-04",10
"1","HRA003620_NC-04",20
"10","HRA003620_NC-04",27
"11","HRA003620_NC-04",43
"12","HRA003620_NC-04",19
"13","HRA003620_NC-04",122
"14","HRA003620_NC-04",9
"2","HRA003620_NC-04",5
"4","HRA003620_NC-04",74
"5","HRA003620_NC-04",24
"6","HRA003620_NC-04",1
"7","HRA003620_NC-04",36
"0","HRA003620_NC-05",438
"1","HRA003620_NC-05",174
"10","HRA003620_NC-05",68
"11","HRA003620_NC-05",119
"12","HRA003620_NC-05",5
"13","HRA003620_NC-05",7
"14","HRA003620_NC-05",840
"15","HRA003620_NC-05",2
"16","HRA003620_NC-05",1
"19","HRA003620_NC-05",2
"2","HRA003620_NC-05",48
"20","HRA003620_NC-05",4
"24","HRA003620_NC-05",1
"27","HRA003620_NC-05",1
"3","HRA003620_NC-05",108
"4","HRA003620_NC-05",31
"5","HRA003620_NC-05",5
"6","HRA003620_NC-05",5
"7","HRA003620_NC-05",158
"8","HRA003620_NC-05",168
"9","HRA003620_NC-05",13
"0","HRA003620_NC-11",305
"1","HRA003620_NC-11",295
"10","HRA003620_NC-11",547
"11","HRA003620_NC-11",96
"12","HRA003620_NC-11",20
"13","HRA003620_NC-11",880
"14","HRA003620_NC-11",100
"15","HRA003620_NC-11",3
"16","HRA003620_NC-11",3
"17","HRA003620_NC-11",1
"19","HRA003620_NC-11",1
"2","HRA003620_NC-11",215
"20","HRA003620_NC-11",3
"24","HRA003620_NC-11",1
"3","HRA003620_NC-11",491
"4","HRA003620_NC-11",13
"5","HRA003620_NC-11",370
"6","HRA003620_NC-11",16
"7","HRA003620_NC-11",101
"8","HRA003620_NC-11",136
"9","HRA003620_NC-11",33
"0","HRA003620_NC-24",1
"1","HRA003620_NC-24",12
"10","HRA003620_NC-24",6
"11","HRA003620_NC-24",45
"12","HRA003620_NC-24",2
"13","HRA003620_NC-24",2
"14","HRA003620_NC-24",5
"2","HRA003620_NC-24",1
"20","HRA003620_NC-24",13
"4","HRA003620_NC-24",1354
"5","HRA003620_NC-24",35
"6","HRA003620_NC-24",8
"7","HRA003620_NC-24",10
"0","HRA003620_NC-27",22
"1","HRA003620_NC-27",135
"10","HRA003620_NC-27",14
"11","HRA003620_NC-27",284
"12","HRA003620_NC-27",11
"13","HRA003620_NC-27",18
"16","HRA003620_NC-27",1
"2","HRA003620_NC-27",5
"20","HRA003620_NC-27",1
"4","HRA003620_NC-27",2540
"5","HRA003620_NC-27",18
"6","HRA003620_NC-27",36
"7","HRA003620_NC-27",35
"8","HRA003620_NC-27",16
"9","HRA003620_NC-27",1
"0","HRA003620_NC-30",364
"1","HRA003620_NC-30",427
"10","HRA003620_NC-30",181
"11","HRA003620_NC-30",204
"12","HRA003620_NC-30",107
"13","HRA003620_NC-30",171
"14","HRA003620_NC-30",11
"15","HRA003620_NC-30",1
"17","HRA003620_NC-30",1
"2","HRA003620_NC-30",36
"20","HRA003620_NC-30",2
"4","HRA003620_NC-30",95
"5","HRA003620_NC-30",706
"6","HRA003620_NC-30",10
"7","HRA003620_NC-30",1286
"8","HRA003620_NC-30",43
"0","PRJNA662018_PRJNA662018_P1N1",204
"1","PRJNA662018_PRJNA662018_P1N1",57
"10","PRJNA662018_PRJNA662018_P1N1",145
"11","PRJNA662018_PRJNA662018_P1N1",57
"12","PRJNA662018_PRJNA662018_P1N1",37
"13","PRJNA662018_PRJNA662018_P1N1",28
"14","PRJNA662018_PRJNA662018_P1N1",528
"19","PRJNA662018_PRJNA662018_P1N1",3
"2","PRJNA662018_PRJNA662018_P1N1",36
"20","PRJNA662018_PRJNA662018_P1N1",3
"3","PRJNA662018_PRJNA662018_P1N1",15
"4","PRJNA662018_PRJNA662018_P1N1",40
"5","PRJNA662018_PRJNA662018_P1N1",51
"6","PRJNA662018_PRJNA662018_P1N1",7
"7","PRJNA662018_PRJNA662018_P1N1",322
"8","PRJNA662018_PRJNA662018_P1N1",51
"0","PRJNA662018_PRJNA662018_P1T1",256
"1","PRJNA662018_PRJNA662018_P1T1",301
"10","PRJNA662018_PRJNA662018_P1T1",224
"11","PRJNA662018_PRJNA662018_P1T1",125
"12","PRJNA662018_PRJNA662018_P1T1",67
"13","PRJNA662018_PRJNA662018_P1T1",76
"14","PRJNA662018_PRJNA662018_P1T1",19
"15","PRJNA662018_PRJNA662018_P1T1",5
"16","PRJNA662018_PRJNA662018_P1T1",4
"17","PRJNA662018_PRJNA662018_P1T1",2
"18","PRJNA662018_PRJNA662018_P1T1",1
"19","PRJNA662018_PRJNA662018_P1T1",11
"2","PRJNA662018_PRJNA662018_P1T1",244
"20","PRJNA662018_PRJNA662018_P1T1",6
"3","PRJNA662018_PRJNA662018_P1T1",151
"4","PRJNA662018_PRJNA662018_P1T1",377
"5","PRJNA662018_PRJNA662018_P1T1",370
"6","PRJNA662018_PRJNA662018_P1T1",79
"7","PRJNA662018_PRJNA662018_P1T1",424
"8","PRJNA662018_PRJNA662018_P1T1",115
"9","PRJNA662018_PRJNA662018_P1T1",38
"0","PRJNA662018_PRJNA662018_P2T2",585
"1","PRJNA662018_PRJNA662018_P2T2",217
"10","PRJNA662018_PRJNA662018_P2T2",353
"11","PRJNA662018_PRJNA662018_P2T2",138
"12","PRJNA662018_PRJNA662018_P2T2",123
"13","PRJNA662018_PRJNA662018_P2T2",168
"14","PRJNA662018_PRJNA662018_P2T2",46
"15","PRJNA662018_PRJNA662018_P2T2",16
"16","PRJNA662018_PRJNA662018_P2T2",4
"18","PRJNA662018_PRJNA662018_P2T2",2
"19","PRJNA662018_PRJNA662018_P2T2",16
"2","PRJNA662018_PRJNA662018_P2T2",897
"20","PRJNA662018_PRJNA662018_P2T2",7
"21","PRJNA662018_PRJNA662018_P2T2",6
"3","PRJNA662018_PRJNA662018_P2T2",489
"4","PRJNA662018_PRJNA662018_P2T2",13
"5","PRJNA662018_PRJNA662018_P2T2",469
"6","PRJNA662018_PRJNA662018_P2T2",103
"7","PRJNA662018_PRJNA662018_P2T2",45
"8","PRJNA662018_PRJNA662018_P2T2",182
"9","PRJNA662018_PRJNA662018_P2T2",13
"0","PRJNA662018_PRJNA662018_P3N3",86
"1","PRJNA662018_PRJNA662018_P3N3",313
"10","PRJNA662018_PRJNA662018_P3N3",35
"11","PRJNA662018_PRJNA662018_P3N3",68
"12","PRJNA662018_PRJNA662018_P3N3",119
"13","PRJNA662018_PRJNA662018_P3N3",33
"14","PRJNA662018_PRJNA662018_P3N3",15
"15","PRJNA662018_PRJNA662018_P3N3",1
"19","PRJNA662018_PRJNA662018_P3N3",6
"2","PRJNA662018_PRJNA662018_P3N3",7
"20","PRJNA662018_PRJNA662018_P3N3",4
"3","PRJNA662018_PRJNA662018_P3N3",3
"4","PRJNA662018_PRJNA662018_P3N3",1106
"5","PRJNA662018_PRJNA662018_P3N3",10
"6","PRJNA662018_PRJNA662018_P3N3",13
"7","PRJNA662018_PRJNA662018_P3N3",244
"8","PRJNA662018_PRJNA662018_P3N3",35
"0","PRJNA662018_PRJNA662018_P3T3",501
"1","PRJNA662018_PRJNA662018_P3T3",396
"10","PRJNA662018_PRJNA662018_P3T3",78
"11","PRJNA662018_PRJNA662018_P3T3",61
"12","PRJNA662018_PRJNA662018_P3T3",38
"13","PRJNA662018_PRJNA662018_P3T3",46
"14","PRJNA662018_PRJNA662018_P3T3",4
"15","PRJNA662018_PRJNA662018_P3T3",28
"16","PRJNA662018_PRJNA662018_P3T3",1
"19","PRJNA662018_PRJNA662018_P3T3",2
"2","PRJNA662018_PRJNA662018_P3T3",131
"20","PRJNA662018_PRJNA662018_P3T3",3
"22","PRJNA662018_PRJNA662018_P3T3",1
"3","PRJNA662018_PRJNA662018_P3T3",50
"4","PRJNA662018_PRJNA662018_P3T3",6
"5","PRJNA662018_PRJNA662018_P3T3",126
"6","PRJNA662018_PRJNA662018_P3T3",74
"7","PRJNA662018_PRJNA662018_P3T3",96
"8","PRJNA662018_PRJNA662018_P3T3",160
"9","PRJNA662018_PRJNA662018_P3T3",26
"0","PRJNA662018_PRJNA662018_P4T4",411
"1","PRJNA662018_PRJNA662018_P4T4",36
"10","PRJNA662018_PRJNA662018_P4T4",130
"11","PRJNA662018_PRJNA662018_P4T4",145
"12","PRJNA662018_PRJNA662018_P4T4",167
"13","PRJNA662018_PRJNA662018_P4T4",46
"16","PRJNA662018_PRJNA662018_P4T4",14
"18","PRJNA662018_PRJNA662018_P4T4",7
"19","PRJNA662018_PRJNA662018_P4T4",55
"2","PRJNA662018_PRJNA662018_P4T4",3
"20","PRJNA662018_PRJNA662018_P4T4",4
"22","PRJNA662018_PRJNA662018_P4T4",11
"3","PRJNA662018_PRJNA662018_P4T4",3
"5","PRJNA662018_PRJNA662018_P4T4",2
"6","PRJNA662018_PRJNA662018_P4T4",340
"7","PRJNA662018_PRJNA662018_P4T4",4
"8","PRJNA662018_PRJNA662018_P4T4",175
"9","PRJNA662018_PRJNA662018_P4T4",973
"0","PRJNA662018_PRJNA662018_P5T5",1
"10","PRJNA662018_PRJNA662018_P5T5",1
"12","PRJNA662018_PRJNA662018_P5T5",6
"13","PRJNA662018_PRJNA662018_P5T5",1
"19","PRJNA662018_PRJNA662018_P5T5",1
"20","PRJNA662018_PRJNA662018_P5T5",134
"5","PRJNA662018_PRJNA662018_P5T5",2
"6","PRJNA662018_PRJNA662018_P5T5",4
"7","PRJNA662018_PRJNA662018_P5T5",2
"8","PRJNA662018_PRJNA662018_P5T5",3
"0","PRJNA662018_PRJNA662018_P6N2",411
"1","PRJNA662018_PRJNA662018_P6N2",384
"10","PRJNA662018_PRJNA662018_P6N2",39
"11","PRJNA662018_PRJNA662018_P6N2",55
"12","PRJNA662018_PRJNA662018_P6N2",89
"13","PRJNA662018_PRJNA662018_P6N2",32
"14","PRJNA662018_PRJNA662018_P6N2",16
"19","PRJNA662018_PRJNA662018_P6N2",3
"2","PRJNA662018_PRJNA662018_P6N2",29
"20","PRJNA662018_PRJNA662018_P6N2",3
"4","PRJNA662018_PRJNA662018_P6N2",106
"5","PRJNA662018_PRJNA662018_P6N2",11
"6","PRJNA662018_PRJNA662018_P6N2",7
"7","PRJNA662018_PRJNA662018_P6N2",337
"8","PRJNA662018_PRJNA662018_P6N2",78
"9","PRJNA662018_PRJNA662018_P6N2",2
"0","PRJNA662018_PRJNA662018_P6T6",1
"1","PRJNA662018_PRJNA662018_P6T6",1
"11","PRJNA662018_PRJNA662018_P6T6",3
"12","PRJNA662018_PRJNA662018_P6T6",6
"13","PRJNA662018_PRJNA662018_P6T6",1
"4","PRJNA662018_PRJNA662018_P6T6",15
"7","PRJNA662018_PRJNA662018_P6T6",2
"0","PRJNA662018_PRJNA662018_P7T7",285
"1","PRJNA662018_PRJNA662018_P7T7",50
"10","PRJNA662018_PRJNA662018_P7T7",7
"11","PRJNA662018_PRJNA662018_P7T7",29
"12","PRJNA662018_PRJNA662018_P7T7",4
"13","PRJNA662018_PRJNA662018_P7T7",14
"15","PRJNA662018_PRJNA662018_P7T7",2
"17","PRJNA662018_PRJNA662018_P7T7",4
"19","PRJNA662018_PRJNA662018_P7T7",1
"2","PRJNA662018_PRJNA662018_P7T7",132
"20","PRJNA662018_PRJNA662018_P7T7",19
"23","PRJNA662018_PRJNA662018_P7T7",2
"3","PRJNA662018_PRJNA662018_P7T7",12
"4","PRJNA662018_PRJNA662018_P7T7",20
"5","PRJNA662018_PRJNA662018_P7T7",440
"6","PRJNA662018_PRJNA662018_P7T7",5
"7","PRJNA662018_PRJNA662018_P7T7",49
"8","PRJNA662018_PRJNA662018_P7T7",14
"0","PRJNA662018_PRJNA662018_P8T8",11
"10","PRJNA662018_PRJNA662018_P8T8",6
"20","PRJNA662018_PRJNA662018_P8T8",2
"8","PRJNA662018_PRJNA662018_P8T8",2
"0","T4091568",321
"1","T4091568",267
"10","T4091568",69
"11","T4091568",104
"12","T4091568",43
"13","T4091568",388
"14","T4091568",600
"15","T4091568",1
"17","T4091568",22
"2","T4091568",174
"20","T4091568",2
"21","T4091568",1
"3","T4091568",7
"4","T4091568",109
"5","T4091568",128
"6","T4091568",17
"7","T4091568",164
"8","T4091568",33
"0","T4295396",777
"1","T4295396",201
"10","T4295396",290
"11","T4295396",31
"12","T4295396",37
"13","T4295396",17
"15","T4295396",3
"16","T4295396",1
"17","T4295396",4
"19","T4295396",3
"2","T4295396",417
"22","T4295396",1
"23","T4295396",1
"26","T4295396",1
"3","T4295396",1038
"4","T4295396",11
"5","T4295396",717
"6","T4295396",35
"7","T4295396",29
"8","T4295396",880
"9","T4295396",6
"0","T4380845",294
"1","T4380845",73
"10","T4380845",27
"11","T4380845",59
"12","T4380845",126
"13","T4380845",40
"14","T4380845",1
"15","T4380845",1
"17","T4380845",2
"18","T4380845",3
"2","T4380845",129
"20","T4380845",2
"21","T4380845",2
"22","T4380845",1
"26","T4380845",409
"3","T4380845",74
"4","T4380845",3
"5","T4380845",45
"6","T4380845",497
"7","T4380845",59
"8","T4380845",166
"9","T4380845",32
"0","T4398343",1710
"1","T4398343",463
"10","T4398343",619
"11","T4398343",93
"12","T4398343",345
"13","T4398343",16
"14","T4398343",24
"15","T4398343",22
"16","T4398343",4
"17","T4398343",14
"18","T4398343",3
"19","T4398343",6
"2","T4398343",122
"21","T4398343",7
"22","T4398343",1
"23","T4398343",2
"27","T4398343",19
"3","T4398343",397
"4","T4398343",67
"5","T4398343",187
"6","T4398343",116
