"cluster","group","n_cells"
"15","GSE326225_BC5",3
"17","GSE326225_BC5",1
"19","GSE326225_BC5",2
"20","GSE326225_BC5",1
"4","GSE326225_BC5",1
"5","GSE326225_BC5",9
"7","GSE326225_BC5",12
"8","GSE326225_BC5",3
"0","GSE326225_BC6",31
"1","GSE326225_BC6",66
"10","GSE326225_BC6",3
"11","GSE326225_BC6",16
"12","GSE326225_BC6",1
"13","GSE326225_BC6",8
"14","GSE326225_BC6",1
"15","GSE326225_BC6",7
"16","GSE326225_BC6",9
"17","GSE326225_BC6",14
"18","GSE326225_BC6",6
"19","GSE326225_BC6",7
"2","GSE326225_BC6",15
"20","GSE326225_BC6",9
"3","GSE326225_BC6",45
"4","GSE326225_BC6",4
"5","GSE326225_BC6",66
"6","GSE326225_BC6",26
"7","GSE326225_BC6",110
"8","GSE326225_BC6",60
"9","GSE326225_BC6",5
"0","GSE326225_BC7",1
"1","GSE326225_BC7",13
"14","GSE326225_BC7",1
"17","GSE326225_BC7",2
"18","GSE326225_BC7",5
"19","GSE326225_BC7",1
"2","GSE326225_BC7",6
"20","GSE326225_BC7",2
"3","GSE326225_BC7",9
"4","GSE326225_BC7",3
"5","GSE326225_BC7",8
"7","GSE326225_BC7",11
"1","GSE326225_BC8",4
"11","GSE326225_BC8",9
"18","GSE326225_BC8",3
"19","GSE326225_BC8",1
"2","GSE326225_BC8",1
"20","GSE326225_BC8",1
"3","GSE326225_BC8",8
"5","GSE326225_BC8",6
"7","GSE326225_BC8",8
"8","GSE326225_BC8",1
"0","HRA003620_BC-01",18
"1","HRA003620_BC-01",30
"10","HRA003620_BC-01",25
"11","HRA003620_BC-01",13
"12","HRA003620_BC-01",29
"13","HRA003620_BC-01",3
"14","HRA003620_BC-01",6
"15","HRA003620_BC-01",4
"16","HRA003620_BC-01",5
"17","HRA003620_BC-01",9
"18","HRA003620_BC-01",9
"19","HRA003620_BC-01",1
"2","HRA003620_BC-01",5
"3","HRA003620_BC-01",27
"5","HRA003620_BC-01",12
"7","HRA003620_BC-01",8
"8","HRA003620_BC-01",5
"9","HRA003620_BC-01",9
"0","HRA003620_BC-04",108
"1","HRA003620_BC-04",211
"10","HRA003620_BC-04",40
"11","HRA003620_BC-04",6
"12","HRA003620_BC-04",36
"13","HRA003620_BC-04",74
"14","HRA003620_BC-04",11
"15","HRA003620_BC-04",32
"16","HRA003620_BC-04",7
"17","HRA003620_BC-04",1
"2","HRA003620_BC-04",104
"20","HRA003620_BC-04",1
"3","HRA003620_BC-04",31
"5","HRA003620_BC-04",84
"7","HRA003620_BC-04",14
"8","HRA003620_BC-04",26
"9","HRA003620_BC-04",33
"0","HRA003620_BC-05",72
"1","HRA003620_BC-05",35
"10","HRA003620_BC-05",56
"11","HRA003620_BC-05",32
"12","HRA003620_BC-05",28
"13","HRA003620_BC-05",5
"14","HRA003620_BC-05",13
"15","HRA003620_BC-05",14
"16","HRA003620_BC-05",15
"17","HRA003620_BC-05",10
"18","HRA003620_BC-05",16
"19","HRA003620_BC-05",2
"2","HRA003620_BC-05",35
"3","HRA003620_BC-05",66
"4","HRA003620_BC-05",1
"5","HRA003620_BC-05",21
"7","HRA003620_BC-05",35
"8","HRA003620_BC-05",20
"9","HRA003620_BC-05",11
"0","HRA003620_BC-11",52
"1","HRA003620_BC-11",48
"10","HRA003620_BC-11",81
"11","HRA003620_BC-11",26
"12","HRA003620_BC-11",61
"13","HRA003620_BC-11",10
"14","HRA003620_BC-11",22
"15","HRA003620_BC-11",20
"16","HRA003620_BC-11",19
"17","HRA003620_BC-11",11
"18","HRA003620_BC-11",4
"19","HRA003620_BC-11",10
"2","HRA003620_BC-11",22
"20","HRA003620_BC-11",2
"3","HRA003620_BC-11",33
"4","HRA003620_BC-11",5
"5","HRA003620_BC-11",29
"7","HRA003620_BC-11",48
"8","HRA003620_BC-11",24
"9","HRA003620_BC-11",20
"0","HRA003620_BC-24",43
"1","HRA003620_BC-24",118
"10","HRA003620_BC-24",47
"11","HRA003620_BC-24",1
"12","HRA003620_BC-24",43
"13","HRA003620_BC-24",9
"14","HRA003620_BC-24",18
"15","HRA003620_BC-24",1
"16","HRA003620_BC-24",3
"17","HRA003620_BC-24",2
"2","HRA003620_BC-24",26
"3","HRA003620_BC-24",12
"4","HRA003620_BC-24",1
"5","HRA003620_BC-24",41
"7","HRA003620_BC-24",29
"8","HRA003620_BC-24",9
"9","HRA003620_BC-24",12
"0","HRA003620_BC-27",22
"1","HRA003620_BC-27",66
"10","HRA003620_BC-27",30
"11","HRA003620_BC-27",7
"12","HRA003620_BC-27",15
"13","HRA003620_BC-27",7
"14","HRA003620_BC-27",7
"15","HRA003620_BC-27",6
"16","HRA003620_BC-27",4
"17","HRA003620_BC-27",4
"18","HRA003620_BC-27",2
"19","HRA003620_BC-27",2
"2","HRA003620_BC-27",20
"3","HRA003620_BC-27",43
"5","HRA003620_BC-27",15
"7","HRA003620_BC-27",13
"8","HRA003620_BC-27",15
"9","HRA003620_BC-27",16
"0","HRA003620_BC-30",115
"1","HRA003620_BC-30",367
"10","HRA003620_BC-30",59
"11","HRA003620_BC-30",25
"12","HRA003620_BC-30",47
"13","HRA003620_BC-30",55
"14","HRA003620_BC-30",19
"15","HRA003620_BC-30",149
"16","HRA003620_BC-30",23
"17","HRA003620_BC-30",49
"18","HRA003620_BC-30",3
"19","HRA003620_BC-30",22
"2","HRA003620_BC-30",112
"20","HRA003620_BC-30",20
"3","HRA003620_BC-30",151
"4","HRA003620_BC-30",2
"5","HRA003620_BC-30",126
"7","HRA003620_BC-30",185
"8","HRA003620_BC-30",90
"9","HRA003620_BC-30",90
"0","HRA003620_NC-01",265
"1","HRA003620_NC-01",14
"10","HRA003620_NC-01",22
"11","HRA003620_NC-01",57
"12","HRA003620_NC-01",11
"14","HRA003620_NC-01",33
"15","HRA003620_NC-01",3
"16","HRA003620_NC-01",15
"17","HRA003620_NC-01",10
"18","HRA003620_NC-01",11
"19","HRA003620_NC-01",2
"2","HRA003620_NC-01",324
"3","HRA003620_NC-01",103
"5","HRA003620_NC-01",2
"7","HRA003620_NC-01",33
"8","HRA003620_NC-01",4
"9","HRA003620_NC-01",15
"0","HRA003620_NC-04",880
"1","HRA003620_NC-04",16
"10","HRA003620_NC-04",72
"11","HRA003620_NC-04",7
"12","HRA003620_NC-04",14
"14","HRA003620_NC-04",97
"15","HRA003620_NC-04",5
"16","HRA003620_NC-04",10
"18","HRA003620_NC-04",2
"19","HRA003620_NC-04",1
"2","HRA003620_NC-04",918
"3","HRA003620_NC-04",49
"4","HRA003620_NC-04",17
"5","HRA003620_NC-04",1
"7","HRA003620_NC-04",88
"8","HRA003620_NC-04",3
"9","HRA003620_NC-04",54
"0","HRA003620_NC-05",506
"1","HRA003620_NC-05",134
"10","HRA003620_NC-05",128
"11","HRA003620_NC-05",36
"12","HRA003620_NC-05",85
"13","HRA003620_NC-05",60
"14","HRA003620_NC-05",87
"15","HRA003620_NC-05",88
"16","HRA003620_NC-05",49
"17","HRA003620_NC-05",13
"18","HRA003620_NC-05",39
"19","HRA003620_NC-05",13
"2","HRA003620_NC-05",249
"3","HRA003620_NC-05",247
"4","HRA003620_NC-05",1
"5","HRA003620_NC-05",35
"7","HRA003620_NC-05",58
"8","HRA003620_NC-05",52
"9","HRA003620_NC-05",116
"0","HRA003620_NC-11",274
"1","HRA003620_NC-11",23
"10","HRA003620_NC-11",95
"11","HRA003620_NC-11",38
"12","HRA003620_NC-11",32
"13","HRA003620_NC-11",1
"14","HRA003620_NC-11",35
"15","HRA003620_NC-11",52
"16","HRA003620_NC-11",69
"17","HRA003620_NC-11",6
"18","HRA003620_NC-11",12
"19","HRA003620_NC-11",8
"2","HRA003620_NC-11",156
"3","HRA003620_NC-11",83
"4","HRA003620_NC-11",6
"5","HRA003620_NC-11",3
"7","HRA003620_NC-11",44
"8","HRA003620_NC-11",4
"9","HRA003620_NC-11",23
"0","HRA003620_NC-24",61
"1","HRA003620_NC-24",103
"10","HRA003620_NC-24",23
"11","HRA003620_NC-24",2
"12","HRA003620_NC-24",80
"14","HRA003620_NC-24",4
"16","HRA003620_NC-24",6
"17","HRA003620_NC-24",3
"2","HRA003620_NC-24",16
"3","HRA003620_NC-24",59
"5","HRA003620_NC-24",19
"7","HRA003620_NC-24",8
"8","HRA003620_NC-24",5
"9","HRA003620_NC-24",45
"0","HRA003620_NC-27",85
"1","HRA003620_NC-27",98
"10","HRA003620_NC-27",44
"11","HRA003620_NC-27",1
"12","HRA003620_NC-27",18
"13","HRA003620_NC-27",2
"14","HRA003620_NC-27",5
"16","HRA003620_NC-27",5
"18","HRA003620_NC-27",5
"2","HRA003620_NC-27",37
"3","HRA003620_NC-27",36
"5","HRA003620_NC-27",34
"7","HRA003620_NC-27",7
"8","HRA003620_NC-27",7
"9","HRA003620_NC-27",11
"0","HRA003620_NC-30",897
"1","HRA003620_NC-30",157
"10","HRA003620_NC-30",184
"11","HRA003620_NC-30",31
"12","HRA003620_NC-30",107
"13","HRA003620_NC-30",2
"14","HRA003620_NC-30",301
"15","HRA003620_NC-30",15
"16","HRA003620_NC-30",76
"17","HRA003620_NC-30",4
"18","HRA003620_NC-30",51
"19","HRA003620_NC-30",13
"2","HRA003620_NC-30",399
"3","HRA003620_NC-30",251
"5","HRA003620_NC-30",25
"7","HRA003620_NC-30",73
"8","HRA003620_NC-30",10
"9","HRA003620_NC-30",133
"0","PRJNA662018_PRJNA662018_P1N1",139
"1","PRJNA662018_PRJNA662018_P1N1",70
"10","PRJNA662018_PRJNA662018_P1N1",38
"11","PRJNA662018_PRJNA662018_P1N1",8
"12","PRJNA662018_PRJNA662018_P1N1",21
"13","PRJNA662018_PRJNA662018_P1N1",5
"14","PRJNA662018_PRJNA662018_P1N1",15
"15","PRJNA662018_PRJNA662018_P1N1",39
"16","PRJNA662018_PRJNA662018_P1N1",20
"17","PRJNA662018_PRJNA662018_P1N1",1
"18","PRJNA662018_PRJNA662018_P1N1",8
"19","PRJNA662018_PRJNA662018_P1N1",1
"2","PRJNA662018_PRJNA662018_P1N1",124
"3","PRJNA662018_PRJNA662018_P1N1",74
"4","PRJNA662018_PRJNA662018_P1N1",55
"5","PRJNA662018_PRJNA662018_P1N1",19
"7","PRJNA662018_PRJNA662018_P1N1",20
"8","PRJNA662018_PRJNA662018_P1N1",4
"9","PRJNA662018_PRJNA662018_P1N1",25
"0","PRJNA662018_PRJNA662018_P1T1",69
"1","PRJNA662018_PRJNA662018_P1T1",304
"10","PRJNA662018_PRJNA662018_P1T1",45
"11","PRJNA662018_PRJNA662018_P1T1",15
"12","PRJNA662018_PRJNA662018_P1T1",59
"13","PRJNA662018_PRJNA662018_P1T1",61
"14","PRJNA662018_PRJNA662018_P1T1",7
"15","PRJNA662018_PRJNA662018_P1T1",1
"16","PRJNA662018_PRJNA662018_P1T1",66
"17","PRJNA662018_PRJNA662018_P1T1",28
"18","PRJNA662018_PRJNA662018_P1T1",10
"2","PRJNA662018_PRJNA662018_P1T1",63
"3","PRJNA662018_PRJNA662018_P1T1",84
"4","PRJNA662018_PRJNA662018_P1T1",12
"5","PRJNA662018_PRJNA662018_P1T1",124
"7","PRJNA662018_PRJNA662018_P1T1",21
"8","PRJNA662018_PRJNA662018_P1T1",16
"9","PRJNA662018_PRJNA662018_P1T1",20
"0","PRJNA662018_PRJNA662018_P2T2",25
"1","PRJNA662018_PRJNA662018_P2T2",32
"10","PRJNA662018_PRJNA662018_P2T2",18
"11","PRJNA662018_PRJNA662018_P2T2",2
"12","PRJNA662018_PRJNA662018_P2T2",13
"13","PRJNA662018_PRJNA662018_P2T2",9
"14","PRJNA662018_PRJNA662018_P2T2",6
"15","PRJNA662018_PRJNA662018_P2T2",7
"16","PRJNA662018_PRJNA662018_P2T2",17
"17","PRJNA662018_PRJNA662018_P2T2",4
"18","PRJNA662018_PRJNA662018_P2T2",7
"19","PRJNA662018_PRJNA662018_P2T2",1
"2","PRJNA662018_PRJNA662018_P2T2",20
"3","PRJNA662018_PRJNA662018_P2T2",64
"4","PRJNA662018_PRJNA662018_P2T2",21
"5","PRJNA662018_PRJNA662018_P2T2",24
"7","PRJNA662018_PRJNA662018_P2T2",13
"8","PRJNA662018_PRJNA662018_P2T2",10
"9","PRJNA662018_PRJNA662018_P2T2",8
"0","PRJNA662018_PRJNA662018_P3N3",14
"1","PRJNA662018_PRJNA662018_P3N3",56
"10","PRJNA662018_PRJNA662018_P3N3",4
"12","PRJNA662018_PRJNA662018_P3N3",10
"13","PRJNA662018_PRJNA662018_P3N3",5
"14","PRJNA662018_PRJNA662018_P3N3",3
"16","PRJNA662018_PRJNA662018_P3N3",4
"18","PRJNA662018_PRJNA662018_P3N3",1
"2","PRJNA662018_PRJNA662018_P3N3",17
"3","PRJNA662018_PRJNA662018_P3N3",38
"4","PRJNA662018_PRJNA662018_P3N3",19
"5","PRJNA662018_PRJNA662018_P3N3",15
"7","PRJNA662018_PRJNA662018_P3N3",3
"8","PRJNA662018_PRJNA662018_P3N3",5
"9","PRJNA662018_PRJNA662018_P3N3",11
"0","PRJNA662018_PRJNA662018_P3T3",5
"1","PRJNA662018_PRJNA662018_P3T3",23
"10","PRJNA662018_PRJNA662018_P3T3",11
"11","PRJNA662018_PRJNA662018_P3T3",6
"12","PRJNA662018_PRJNA662018_P3T3",6
"13","PRJNA662018_PRJNA662018_P3T3",6
"14","PRJNA662018_PRJNA662018_P3T3",4
"15","PRJNA662018_PRJNA662018_P3T3",3
"16","PRJNA662018_PRJNA662018_P3T3",7
"17","PRJNA662018_PRJNA662018_P3T3",2
"18","PRJNA662018_PRJNA662018_P3T3",5
"19","PRJNA662018_PRJNA662018_P3T3",1
"2","PRJNA662018_PRJNA662018_P3T3",3
"3","PRJNA662018_PRJNA662018_P3T3",23
"4","PRJNA662018_PRJNA662018_P3T3",9
"5","PRJNA662018_PRJNA662018_P3T3",17
"7","PRJNA662018_PRJNA662018_P3T3",13
"8","PRJNA662018_PRJNA662018_P3T3",6
"9","PRJNA662018_PRJNA662018_P3T3",3
"0","PRJNA662018_PRJNA662018_P4T4",45
"1","PRJNA662018_PRJNA662018_P4T4",175
"10","PRJNA662018_PRJNA662018_P4T4",4
"11","PRJNA662018_PRJNA662018_P4T4",91
"13","PRJNA662018_PRJNA662018_P4T4",35
"15","PRJNA662018_PRJNA662018_P4T4",23
"16","PRJNA662018_PRJNA662018_P4T4",34
"17","PRJNA662018_PRJNA662018_P4T4",24
"18","PRJNA662018_PRJNA662018_P4T4",3
"19","PRJNA662018_PRJNA662018_P4T4",13
"2","PRJNA662018_PRJNA662018_P4T4",74
"3","PRJNA662018_PRJNA662018_P4T4",41
"4","PRJNA662018_PRJNA662018_P4T4",36
"5","PRJNA662018_PRJNA662018_P4T4",121
"7","PRJNA662018_PRJNA662018_P4T4",66
"8","PRJNA662018_PRJNA662018_P4T4",35
"9","PRJNA662018_PRJNA662018_P4T4",7
"1","PRJNA662018_PRJNA662018_P5T5",35
"10","PRJNA662018_PRJNA662018_P5T5",2
"11","PRJNA662018_PRJNA662018_P5T5",6
"12","PRJNA662018_PRJNA662018_P5T5",1
"13","PRJNA662018_PRJNA662018_P5T5",26
"14","PRJNA662018_PRJNA662018_P5T5",2
"15","PRJNA662018_PRJNA662018_P5T5",4
"16","PRJNA662018_PRJNA662018_P5T5",1
"17","PRJNA662018_PRJNA662018_P5T5",3
"19","PRJNA662018_PRJNA662018_P5T5",1
"2","PRJNA662018_PRJNA662018_P5T5",8
"3","PRJNA662018_PRJNA662018_P5T5",32
"4","PRJNA662018_PRJNA662018_P5T5",2
"5","PRJNA662018_PRJNA662018_P5T5",26
"7","PRJNA662018_PRJNA662018_P5T5",14
"8","PRJNA662018_PRJNA662018_P5T5",5
"0","PRJNA662018_PRJNA662018_P6N2",88
"1","PRJNA662018_PRJNA662018_P6N2",54
"10","PRJNA662018_PRJNA662018_P6N2",22
"11","PRJNA662018_PRJNA662018_P6N2",7
"12","PRJNA662018_PRJNA662018_P6N2",12
"13","PRJNA662018_PRJNA662018_P6N2",1
"14","PRJNA662018_PRJNA662018_P6N2",17
"15","PRJNA662018_PRJNA662018_P6N2",4
"16","PRJNA662018_PRJNA662018_P6N2",15
"17","PRJNA662018_PRJNA662018_P6N2",1
"18","PRJNA662018_PRJNA662018_P6N2",13
"2","PRJNA662018_PRJNA662018_P6N2",49
"3","PRJNA662018_PRJNA662018_P6N2",48
"4","PRJNA662018_PRJNA662018_P6N2",17
"5","PRJNA662018_PRJNA662018_P6N2",29
"7","PRJNA662018_PRJNA662018_P6N2",13
"8","PRJNA662018_PRJNA662018_P6N2",6
"9","PRJNA662018_PRJNA662018_P6N2",22
"1","PRJNA662018_PRJNA662018_P6T6",15
"12","PRJNA662018_PRJNA662018_P6T6",6
"13","PRJNA662018_PRJNA662018_P6T6",8
"16","PRJNA662018_PRJNA662018_P6T6",1
"3","PRJNA662018_PRJNA662018_P6T6",4
"5","PRJNA662018_PRJNA662018_P6T6",4
"8","PRJNA662018_PRJNA662018_P6T6",2
"9","PRJNA662018_PRJNA662018_P6T6",8
"0","PRJNA662018_PRJNA662018_P7T7",20
"1","PRJNA662018_PRJNA662018_P7T7",84
"10","PRJNA662018_PRJNA662018_P7T7",14
"11","PRJNA662018_PRJNA662018_P7T7",20
"12","PRJNA662018_PRJNA662018_P7T7",14
"13","PRJNA662018_PRJNA662018_P7T7",19
"14","PRJNA662018_PRJNA662018_P7T7",1
"15","PRJNA662018_PRJNA662018_P7T7",10
"16","PRJNA662018_PRJNA662018_P7T7",5
"17","PRJNA662018_PRJNA662018_P7T7",4
"18","PRJNA662018_PRJNA662018_P7T7",1
"19","PRJNA662018_PRJNA662018_P7T7",1
"2","PRJNA662018_PRJNA662018_P7T7",7
"3","PRJNA662018_PRJNA662018_P7T7",37
"5","PRJNA662018_PRJNA662018_P7T7",30
"7","PRJNA662018_PRJNA662018_P7T7",14
"8","PRJNA662018_PRJNA662018_P7T7",15
"9","PRJNA662018_PRJNA662018_P7T7",9
"0","PRJNA662018_PRJNA662018_P8T8",12
"1","PRJNA662018_PRJNA662018_P8T8",20
"11","PRJNA662018_PRJNA662018_P8T8",10
"12","PRJNA662018_PRJNA662018_P8T8",1
"13","PRJNA662018_PRJNA662018_P8T8",17
"14","PRJNA662018_PRJNA662018_P8T8",2
"15","PRJNA662018_PRJNA662018_P8T8",6
"16","PRJNA662018_PRJNA662018_P8T8",7
"19","PRJNA662018_PRJNA662018_P8T8",3
"2","PRJNA662018_PRJNA662018_P8T8",5
"3","PRJNA662018_PRJNA662018_P8T8",38
"5","PRJNA662018_PRJNA662018_P8T8",16
"7","PRJNA662018_PRJNA662018_P8T8",3
"8","PRJNA662018_PRJNA662018_P8T8",5
"9","PRJNA662018_PRJNA662018_P8T8",10
"0","T4091568",2
"1","T4091568",182
"10","T4091568",8
"11","T4091568",8
"12","T4091568",1
"13","T4091568",10
"15","T4091568",14
"16","T4091568",15
"17","T4091568",4
"18","T4091568",17
"19","T4091568",1
"2","T4091568",39
"20","T4091568",11
"3","T4091568",64
"4","T4091568",310
"5","T4091568",50
"6","T4091568",351
"7","T4091568",29
"8","T4091568",55
"9","T4091568",6
"1","T4295396",29
"10","T4295396",1
"11","T4295396",13
"12","T4295396",1
"13","T4295396",1
"15","T4295396",3
"16","T4295396",5
"17","T4295396",6
"18","T4295396",6
"19","T4295396",1
"20","T4295396",4
"3","T4295396",8
"4","T4295396",23
"5","T4295396",29
"6","T4295396",64
"7","T4295396",11
"8","T4295396",14
"9","T4295396",1
"0","T4380845",1
"1","T4380845",94
