"cluster","group","n_cells"
"9","HRA003620_NC-30",31
"0","PRJNA662018_PRJNA662018_P1N1",208
"1","PRJNA662018_PRJNA662018_P1N1",90
"11","PRJNA662018_PRJNA662018_P1N1",73
"12","PRJNA662018_PRJNA662018_P1N1",6
"13","PRJNA662018_PRJNA662018_P1N1",36
"14","PRJNA662018_PRJNA662018_P1N1",102
"15","PRJNA662018_PRJNA662018_P1N1",8
"16","PRJNA662018_PRJNA662018_P1N1",3
"17","PRJNA662018_PRJNA662018_P1N1",5
"18","PRJNA662018_PRJNA662018_P1N1",26
"2","PRJNA662018_PRJNA662018_P1N1",165
"3","PRJNA662018_PRJNA662018_P1N1",52
"4","PRJNA662018_PRJNA662018_P1N1",590
"5","PRJNA662018_PRJNA662018_P1N1",242
"6","PRJNA662018_PRJNA662018_P1N1",192
"7","PRJNA662018_PRJNA662018_P1N1",4
"8","PRJNA662018_PRJNA662018_P1N1",238
"9","PRJNA662018_PRJNA662018_P1N1",36
"0","PRJNA662018_PRJNA662018_P1T1",10
"1","PRJNA662018_PRJNA662018_P1T1",222
"11","PRJNA662018_PRJNA662018_P1T1",26
"12","PRJNA662018_PRJNA662018_P1T1",5
"13","PRJNA662018_PRJNA662018_P1T1",14
"14","PRJNA662018_PRJNA662018_P1T1",10
"15","PRJNA662018_PRJNA662018_P1T1",2
"16","PRJNA662018_PRJNA662018_P1T1",12
"17","PRJNA662018_PRJNA662018_P1T1",15
"18","PRJNA662018_PRJNA662018_P1T1",6
"2","PRJNA662018_PRJNA662018_P1T1",93
"4","PRJNA662018_PRJNA662018_P1T1",100
"5","PRJNA662018_PRJNA662018_P1T1",20
"6","PRJNA662018_PRJNA662018_P1T1",1
"7","PRJNA662018_PRJNA662018_P1T1",1
"8","PRJNA662018_PRJNA662018_P1T1",7
"9","PRJNA662018_PRJNA662018_P1T1",22
"0","PRJNA662018_PRJNA662018_P2T2",80
"1","PRJNA662018_PRJNA662018_P2T2",227
"11","PRJNA662018_PRJNA662018_P2T2",6
"12","PRJNA662018_PRJNA662018_P2T2",67
"13","PRJNA662018_PRJNA662018_P2T2",24
"14","PRJNA662018_PRJNA662018_P2T2",14
"15","PRJNA662018_PRJNA662018_P2T2",14
"16","PRJNA662018_PRJNA662018_P2T2",6
"17","PRJNA662018_PRJNA662018_P2T2",17
"18","PRJNA662018_PRJNA662018_P2T2",8
"2","PRJNA662018_PRJNA662018_P2T2",181
"3","PRJNA662018_PRJNA662018_P2T2",1
"4","PRJNA662018_PRJNA662018_P2T2",142
"5","PRJNA662018_PRJNA662018_P2T2",238
"6","PRJNA662018_PRJNA662018_P2T2",8
"7","PRJNA662018_PRJNA662018_P2T2",263
"8","PRJNA662018_PRJNA662018_P2T2",79
"9","PRJNA662018_PRJNA662018_P2T2",28
"0","PRJNA662018_PRJNA662018_P3N3",40
"1","PRJNA662018_PRJNA662018_P3N3",569
"11","PRJNA662018_PRJNA662018_P3N3",78
"12","PRJNA662018_PRJNA662018_P3N3",13
"13","PRJNA662018_PRJNA662018_P3N3",21
"14","PRJNA662018_PRJNA662018_P3N3",23
"15","PRJNA662018_PRJNA662018_P3N3",1
"16","PRJNA662018_PRJNA662018_P3N3",42
"17","PRJNA662018_PRJNA662018_P3N3",3
"18","PRJNA662018_PRJNA662018_P3N3",12
"2","PRJNA662018_PRJNA662018_P3N3",71
"3","PRJNA662018_PRJNA662018_P3N3",17
"4","PRJNA662018_PRJNA662018_P3N3",411
"5","PRJNA662018_PRJNA662018_P3N3",34
"6","PRJNA662018_PRJNA662018_P3N3",4
"8","PRJNA662018_PRJNA662018_P3N3",6
"9","PRJNA662018_PRJNA662018_P3N3",53
"0","PRJNA662018_PRJNA662018_P3T3",129
"1","PRJNA662018_PRJNA662018_P3T3",36
"11","PRJNA662018_PRJNA662018_P3T3",46
"12","PRJNA662018_PRJNA662018_P3T3",11
"13","PRJNA662018_PRJNA662018_P3T3",37
"14","PRJNA662018_PRJNA662018_P3T3",63
"15","PRJNA662018_PRJNA662018_P3T3",13
"16","PRJNA662018_PRJNA662018_P3T3",2
"17","PRJNA662018_PRJNA662018_P3T3",5
"18","PRJNA662018_PRJNA662018_P3T3",23
"2","PRJNA662018_PRJNA662018_P3T3",176
"3","PRJNA662018_PRJNA662018_P3T3",6
"4","PRJNA662018_PRJNA662018_P3T3",351
"5","PRJNA662018_PRJNA662018_P3T3",21
"6","PRJNA662018_PRJNA662018_P3T3",7
"7","PRJNA662018_PRJNA662018_P3T3",66
"8","PRJNA662018_PRJNA662018_P3T3",160
"9","PRJNA662018_PRJNA662018_P3T3",44
"1","PRJNA662018_PRJNA662018_P4T4",45
"12","PRJNA662018_PRJNA662018_P4T4",13
"13","PRJNA662018_PRJNA662018_P4T4",39
"14","PRJNA662018_PRJNA662018_P4T4",10
"15","PRJNA662018_PRJNA662018_P4T4",26
"16","PRJNA662018_PRJNA662018_P4T4",2
"17","PRJNA662018_PRJNA662018_P4T4",50
"18","PRJNA662018_PRJNA662018_P4T4",3
"2","PRJNA662018_PRJNA662018_P4T4",486
"4","PRJNA662018_PRJNA662018_P4T4",63
"7","PRJNA662018_PRJNA662018_P4T4",1
"8","PRJNA662018_PRJNA662018_P4T4",39
"9","PRJNA662018_PRJNA662018_P4T4",23
"1","PRJNA662018_PRJNA662018_P5T5",95
"12","PRJNA662018_PRJNA662018_P5T5",5
"13","PRJNA662018_PRJNA662018_P5T5",21
"14","PRJNA662018_PRJNA662018_P5T5",2
"15","PRJNA662018_PRJNA662018_P5T5",6
"16","PRJNA662018_PRJNA662018_P5T5",1
"17","PRJNA662018_PRJNA662018_P5T5",10
"2","PRJNA662018_PRJNA662018_P5T5",181
"4","PRJNA662018_PRJNA662018_P5T5",9
"8","PRJNA662018_PRJNA662018_P5T5",8
"9","PRJNA662018_PRJNA662018_P5T5",19
"0","PRJNA662018_PRJNA662018_P6N2",238
"1","PRJNA662018_PRJNA662018_P6N2",112
"11","PRJNA662018_PRJNA662018_P6N2",60
"12","PRJNA662018_PRJNA662018_P6N2",8
"13","PRJNA662018_PRJNA662018_P6N2",39
"14","PRJNA662018_PRJNA662018_P6N2",47
"15","PRJNA662018_PRJNA662018_P6N2",28
"16","PRJNA662018_PRJNA662018_P6N2",8
"17","PRJNA662018_PRJNA662018_P6N2",6
"18","PRJNA662018_PRJNA662018_P6N2",10
"2","PRJNA662018_PRJNA662018_P6N2",287
"3","PRJNA662018_PRJNA662018_P6N2",16
"4","PRJNA662018_PRJNA662018_P6N2",406
"5","PRJNA662018_PRJNA662018_P6N2",260
"6","PRJNA662018_PRJNA662018_P6N2",57
"7","PRJNA662018_PRJNA662018_P6N2",41
"8","PRJNA662018_PRJNA662018_P6N2",201
"9","PRJNA662018_PRJNA662018_P6N2",43
"1","PRJNA662018_PRJNA662018_P6T6",113
"11","PRJNA662018_PRJNA662018_P6T6",1
"12","PRJNA662018_PRJNA662018_P6T6",4
"13","PRJNA662018_PRJNA662018_P6T6",2
"16","PRJNA662018_PRJNA662018_P6T6",7
"2","PRJNA662018_PRJNA662018_P6T6",12
"5","PRJNA662018_PRJNA662018_P6T6",4
"8","PRJNA662018_PRJNA662018_P6T6",2
"9","PRJNA662018_PRJNA662018_P6T6",7
"1","PRJNA662018_PRJNA662018_P7T7",72
"12","PRJNA662018_PRJNA662018_P7T7",5
"13","PRJNA662018_PRJNA662018_P7T7",19
"14","PRJNA662018_PRJNA662018_P7T7",5
"15","PRJNA662018_PRJNA662018_P7T7",10
"16","PRJNA662018_PRJNA662018_P7T7",3
"17","PRJNA662018_PRJNA662018_P7T7",13
"18","PRJNA662018_PRJNA662018_P7T7",1
"2","PRJNA662018_PRJNA662018_P7T7",165
"4","PRJNA662018_PRJNA662018_P7T7",22
"7","PRJNA662018_PRJNA662018_P7T7",6
"8","PRJNA662018_PRJNA662018_P7T7",14
"9","PRJNA662018_PRJNA662018_P7T7",12
"0","PRJNA662018_PRJNA662018_P8T8",2
"1","PRJNA662018_PRJNA662018_P8T8",130
"11","PRJNA662018_PRJNA662018_P8T8",1
"12","PRJNA662018_PRJNA662018_P8T8",10
"13","PRJNA662018_PRJNA662018_P8T8",7
"14","PRJNA662018_PRJNA662018_P8T8",1
"16","PRJNA662018_PRJNA662018_P8T8",8
"17","PRJNA662018_PRJNA662018_P8T8",5
"2","PRJNA662018_PRJNA662018_P8T8",36
"4","PRJNA662018_PRJNA662018_P8T8",4
"5","PRJNA662018_PRJNA662018_P8T8",6
"6","PRJNA662018_PRJNA662018_P8T8",1
"7","PRJNA662018_PRJNA662018_P8T8",8
"8","PRJNA662018_PRJNA662018_P8T8",1
"9","PRJNA662018_PRJNA662018_P8T8",16
"0","T4091568",22
"1","T4091568",198
"10","T4091568",187
"11","T4091568",6
"12","T4091568",76
"13","T4091568",8
"14","T4091568",16
"15","T4091568",24
"16","T4091568",33
"18","T4091568",23
"19","T4091568",75
"2","T4091568",21
"3","T4091568",1
"4","T4091568",24
"5","T4091568",22
"6","T4091568",5
"7","T4091568",140
"8","T4091568",5
"9","T4091568",32
"1","T4295396",12
"10","T4295396",7
"12","T4295396",8
"15","T4295396",3
"16","T4295396",1
"2","T4295396",12
"7","T4295396",31
"9","T4295396",2
"12","T4380845",1
"13","T4380845",2
"14","T4380845",2
"15","T4380845",5
"2","T4380845",13
"4","T4380845",1
"7","T4380845",3
"1","T4398343",103
"10","T4398343",17
"12","T4398343",13
"13","T4398343",4
"14","T4398343",4
"15","T4398343",23
"16","T4398343",12
"17","T4398343",11
"18","T4398343",1
"2","T4398343",41
"4","T4398343",8
"7","T4398343",26
"8","T4398343",3
"9","T4398343",7
"1","T4450398",12
"10","T4450398",2
"12","T4450398",2
"15","T4450398",5
"16","T4450398",1
"17","T4450398",1
"18","T4450398",1
"2","T4450398",6
"4","T4450398",1
"7","T4450398",4
"1","T4463209a",8
"10","T4463209a",3
"12","T4463209a",2
"13","T4463209a",6
"14","T4463209a",2
"15","T4463209a",31
"16","T4463209a",2
"17","T4463209a",4
"19","T4463209a",1
"2","T4463209a",30
"7","T4463209a",12
"8","T4463209a",2
"9","T4463209a",2
"0","T4463209b",16
"1","T4463209b",24
"10","T4463209b",77
"11","T4463209b",1
"12","T4463209b",37
"13","T4463209b",3
"14","T4463209b",3
"15","T4463209b",11
"16","T4463209b",3
"18","T4463209b",5
"19","T4463209b",12
"2","T4463209b",56
"3","T4463209b",7
"4","T4463209b",16
"5","T4463209b",8
"6","T4463209b",12
"7","T4463209b",42
"8","T4463209b",20
"9","T4463209b",16
"1","T4465219",59
"10","T4465219",9
"12","T4465219",13
"13","T4465219",10
"14","T4465219",3
"15","T4465219",17
"16","T4465219",6
"2","T4465219",80
"4","T4465219",17
"7","T4465219",17
"8","T4465219",8
"9","T4465219",11
"1","T4465935",9
"10","T4465935",4
"12","T4465935",4
"13","T4465935",3
"14","T4465935",3
"15","T4465935",5
"16","T4465935",1
"17","T4465935",3
"2","T4465935",23
"4","T4465935",3
"7","T4465935",5
"8","T4465935",2
"0","T4466585",22
"1","T4466585",9
"10","T4466585",90
"12","T4466585",57
"13","T4466585",13
"14","T4466585",1
"15","T4466585",13
"16","T4466585",3
"17","T4466585",18
"18","T4466585",2
"19","T4466585",5
"2","T4466585",27
"3","T4466585",36
"4","T4466585",2
"6","T4466585",7
"7","T4466585",69
"8","T4466585",9
"9","T4466585",20
"1","T4469479",3
"10","T4469479",6
"12","T4469479",13
"13","T4469479",4
"14","T4469479",11
"15","T4469479",17
"16","T4469479",1
"17","T4469479",1
"19","T4469479",2
"2","T4469479",27
"4","T4469479",22
"7","T4469479",45
"8","T4469479",3
"9","T4469479",3
"1","T4471438",27
"10","T4471438",10
"12","T4471438",10
"13","T4471438",5
"14","T4471438",15
"15","T4471438",52
"17","T4471438",8
"18","T4471438",2
"2","T4471438",94
"4","T4471438",25
"7","T4471438",26
"8","T4471438",7
"9","T4471438",4
"0","T8009218",9
"1","T8009218",79
"10","T8009218",167
"12","T8009218",83
"13","T8009218",8
"14","T8009218",7
"15","T8009218",12
"16","T8009218",8
"17","T8009218",2
"18","T8009218",6
"19","T8009218",2
"2","T8009218",20
"3","T8009218",6
"4","T8009218",5
"5","T8009218",6
"6","T8009218",9
"7","T8009218",141
"8","T8009218",9
"9","T8009218",53
